Serial Data Number,Serial Sheet Number,JIS Code,EBCDIC Code,4 Character Code,Evaluation of Individual Character Image,Evaluation of Character Group,Sample Position Y on Sheet,Sample Position X on Sheet,Male-Female Code,Age of Writer,Industry Classification Code,Occupation Classification Code,Sheet Gatherring Date,Scanning Date,Number of X-Axis Sampling Points,Number of Y-Axis Sampling Points,Number of Levels of Pixel,Magnification of Scanning Lenz,Serial Data Number (old)
509007,5098,d7,ad,H RA,0,0,5,0,1,21,9144,11,741204,741217,72,76,16,133,0
509008,5098,d8,ae,H RI,0,0,5,1,1,21,9144,11,741204,741217,72,76,16,133,0
509009,5098,d9,af,H RU,0,0,5,2,1,21,9144,11,741204,741217,72,76,16,133,0
509010,5098,da,ba,H RE,0,0,5,3,1,21,9144,11,741204,741217,72,76,16,133,0
509011,5098,db,bb,H RO,0,0,5,4,1,21,9144,11,741204,741217,72,76,16,133,0
509012,5098,dc,bc,H WA,0,0,5,5,1,21,9144,11,741204,741217,72,76,16,133,0
509013,5098,a8,7b,H WI,0,0,5,6,1,21,9144,11,741204,741217,72,76,16,133,0
509014,5098,b3,83,H WU,0,0,5,7,1,21,9144,11,741204,741217,72,76,16,133,0
509015,5098,aa,7a,H WE,0,0,5,8,1,21,9144,11,741204,741217,72,76,16,133,0
509016,5098,a6,6f,H WO,0,0,5,9,1,21,9144,11,741204,741217,72,76,16,133,0
509017,5098,dd,bd,H  N,0,0,6,0,1,21,9144,11,741204,741217,72,76,16,133,0
509018,5099,b1,81,H  A,0,0,1,0,1,20,9144,11,741204,741217,72,76,16,133,0
509019,5099,b2,82,H  I,0,0,1,1,1,20,9144,11,741204,741217,72,76,16,133,0
509020,5099,b3,83,H  U,0,0,1,2,1,20,9144,11,741204,741217,72,76,16,133,0
509021,5099,b4,84,H  E,0,0,1,3,1,20,9144,11,741204,741217,72,76,16,133,0
509022,5099,b5,85,H  O,0,0,1,4,1,20,9144,11,741204,741217,72,76,16,133,0
509023,5099,b6,86,H KA,0,0,1,5,1,20,9144,11,741204,741217,72,76,16,133,0
509024,5099,b7,87,H KI,0,0,1,6,1,20,9144,11,741204,741217,72,76,16,133,0
509025,5099,b8,88,H KU,0,0,1,7,1,20,9144,11,741204,741217,72,76,16,133,0
509026,5099,b9,89,H KE,0,0,1,8,1,20,9144,11,741204,741217,72,76,16,133,0
509027,5099,ba,8a,H KO,0,0,1,9,1,20,9144,11,741204,741217,72,76,16,133,0
509028,5099,bb,8c,H SA,0,0,2,0,1,20,9144,11,741204,741217,72,76,16,133,0
509029,5099,bc,8d,H SI,0,0,2,1,1,20,9144,11,741204,741217,72,76,16,133,0
509030,5099,bd,8e,H SU,0,0,2,2,1,20,9144,11,741204,741217,72,76,16,133,0
509031,5099,be,ef,H SE,0,0,2,3,1,20,9144,11,741204,741217,72,76,16,133,0
509032,5099,bf,90,H SO,0,0,2,4,1,20,9144,11,741204,741217,72,76,16,133,0
509033,5099,c0,91,H TA,0,0,2,5,1,20,9144,11,741204,741217,72,76,16,133,0
509034,5099,c1,92,H TI,0,0,2,6,1,20,9144,11,741204,741217,72,76,16,133,0
509035,5099,c2,93,H TU,0,0,2,7,1,20,9144,11,741204,741217,72,76,16,133,0
509036,5099,c3,94,H TE,0,0,2,8,1,20,9144,11,741204,741217,72,76,16,133,0
509037,5099,c4,95,H TO,0,0,2,9,1,20,9144,11,741204,741217,72,76,16,133,0
509038,5099,c5,96,H NA,0,0,3,0,1,20,9144,11,741204,741217,72,76,16,133,0
509039,5099,c6,97,H NI,0,0,3,1,1,20,9144,11,741204,741217,72,76,16,133,0
509040,5099,c7,98,H NU,0,0,3,2,1,20,9144,11,741204,741217,72,76,16,133,0
509041,5099,c8,99,H NE,0,0,3,3,1,20,9144,11,741204,741217,72,76,16,133,0
509042,5099,c9,9a,H NO,0,0,3,4,1,20,9144,11,741204,741217,72,76,16,133,0
509043,5099,ca,9d,H HA,0,0,3,5,1,20,9144,11,741204,741217,72,76,16,133,0
509044,5099,cb,9e,H HI,0,0,3,6,1,20,9144,11,741204,741217,72,76,16,133,0
509045,5099,cc,9f,H HU,0,0,3,7,1,20,9144,11,741204,741217,72,76,16,133,0
509046,5099,cd,a2,H HE,0,0,3,8,1,20,9144,11,741204,741217,72,76,16,133,0
509047,5099,ce,a3,H HO,0,0,3,9,1,20,9144,11,741204,741217,72,76,16,133,0
509048,5099,cf,a4,H MA,0,0,4,0,1,20,9144,11,741204,741217,72,76,16,133,0
509049,5099,d0,a5,H MI,0,0,4,1,1,20,9144,11,741204,741217,72,76,16,133,0
509050,5099,d1,a6,H MU,0,0,4,2,1,20,9144,11,741204,741217,72,76,16,133,0
509051,5099,d2,a7,H ME,0,0,4,3,1,20,9144,11,741204,741217,72,76,16,133,0
509052,5099,d3,a8,H MO,0,0,4,4,1,20,9144,11,741204,741217,72,76,16,133,0
509053,5099,d4,a9,H YA,0,0,4,5,1,20,9144,11,741204,741217,72,76,16,133,0
509054,5099,b2,82,H YI,0,0,4,6,1,20,9144,11,741204,741217,72,76,16,133,0
509055,5099,d5,aa,H YU,0,0,4,7,1,20,9144,11,741204,741217,72,76,16,133,0
509056,5099,b4,84,H YE,0,0,4,8,1,20,9144,11,741204,741217,72,76,16,133,0
509057,5099,d6,ac,H YO,0,0,4,9,1,20,9144,11,741204,741217,72,76,16,133,0
509058,5099,d7,ad,H RA,0,0,5,0,1,20,9144,11,741204,741217,72,76,16,133,0
509059,5099,d8,ae,H RI,0,0,5,1,1,20,9144,11,741204,741217,72,76,16,133,0
509060,5099,d9,af,H RU,0,0,5,2,1,20,9144,11,741204,741217,72,76,16,133,0
509061,5099,da,ba,H RE,0,0,5,3,1,20,9144,11,741204,741217,72,76,16,133,0
509062,5099,db,bb,H RO,0,0,5,4,1,20,9144,11,741204,741217,72,76,16,133,0
509063,5099,dc,bc,H WA,0,0,5,5,1,20,9144,11,741204,741217,72,76,16,133,0
509064,5099,a8,7b,H WI,0,0,5,6,1,20,9144,11,741204,741217,72,76,16,133,0
509065,5099,b3,83,H WU,0,0,5,7,1,20,9144,11,741204,741217,72,76,16,133,0
509066,5099,aa,7a,H WE,0,0,5,8,1,20,9144,11,741204,741217,72,76,16,133,0
509067,5099,a6,6f,H WO,0,0,5,9,1,20,9144,11,741204,741217,72,76,16,133,0
509068,5099,dd,bd,H  N,0,0,6,0,1,20,9144,11,741204,741217,72,76,16,133,0
509069,5100,b1,81,H  A,0,0,1,0,1,20,9144,11,741204,741217,72,76,16,133,0
509070,5100,b2,82,H  I,0,0,1,1,1,20,9144,11,741204,741217,72,76,16,133,0
509071,5100,b3,83,H  U,0,0,1,2,1,20,9144,11,741204,741217,72,76,16,133,0
509072,5100,b4,84,H  E,0,0,1,3,1,20,9144,11,741204,741217,72,76,16,133,0
509073,5100,b5,85,H  O,0,0,1,4,1,20,9144,11,741204,741217,72,76,16,133,0
509074,5100,b6,86,H KA,0,0,1,5,1,20,9144,11,741204,741217,72,76,16,133,0
509075,5100,b7,87,H KI,0,0,1,6,1,20,9144,11,741204,741217,72,76,16,133,0
509076,5100,b8,88,H KU,0,0,1,7,1,20,9144,11,741204,741217,72,76,16,133,0
509077,5100,b9,89,H KE,0,0,1,8,1,20,9144,11,741204,741217,72,76,16,133,0
509078,5100,ba,8a,H KO,0,0,1,9,1,20,9144,11,741204,741217,72,76,16,133,0
509079,5100,bb,8c,H SA,0,0,2,0,1,20,9144,11,741204,741217,72,76,16,133,0
509080,5100,bc,8d,H SI,0,0,2,1,1,20,9144,11,741204,741217,72,76,16,133,0
509081,5100,bd,8e,H SU,0,0,2,2,1,20,9144,11,741204,741217,72,76,16,133,0
509082,5100,be,ef,H SE,0,0,2,3,1,20,9144,11,741204,741217,72,76,16,133,0
509083,5100,bf,90,H SO,0,0,2,4,1,20,9144,11,741204,741217,72,76,16,133,0
509084,5100,c0,91,H TA,0,0,2,5,1,20,9144,11,741204,741217,72,76,16,133,0
509085,5100,c1,92,H TI,0,0,2,6,1,20,9144,11,741204,741217,72,76,16,133,0
509086,5100,c2,93,H TU,0,0,2,7,1,20,9144,11,741204,741217,72,76,16,133,0
509087,5100,c3,94,H TE,0,0,2,8,1,20,9144,11,741204,741217,72,76,16,133,0
509088,5100,c4,95,H TO,0,0,2,9,1,20,9144,11,741204,741217,72,76,16,133,0
509089,5100,c5,96,H NA,0,0,3,0,1,20,9144,11,741204,741217,72,76,16,133,0
509090,5100,c6,97,H NI,0,0,3,1,1,20,9144,11,741204,741217,72,76,16,133,0
509091,5100,c7,98,H NU,0,0,3,2,1,20,9144,11,741204,741217,72,76,16,133,0
509092,5100,c8,99,H NE,0,0,3,3,1,20,9144,11,741204,741217,72,76,16,133,0
509093,5100,c9,9a,H NO,0,0,3,4,1,20,9144,11,741204,741217,72,76,16,133,0
509094,5100,ca,9d,H HA,0,0,3,5,1,20,9144,11,741204,741217,72,76,16,133,0
509095,5100,cb,9e,H HI,0,0,3,6,1,20,9144,11,741204,741217,72,76,16,133,0
509096,5100,cc,9f,H HU,0,0,3,7,1,20,9144,11,741204,741217,72,76,16,133,0
509097,5100,cd,a2,H HE,0,0,3,8,1,20,9144,11,741204,741217,72,76,16,133,0
509098,5100,ce,a3,H HO,0,0,3,9,1,20,9144,11,741204,741217,72,76,16,133,0
509099,5100,cf,a4,H MA,0,0,4,0,1,20,9144,11,741204,741217,72,76,16,133,0
509100,5100,d0,a5,H MI,0,0,4,1,1,20,9144,11,741204,741217,72,76,16,133,0
509101,5100,d1,a6,H MU,0,0,4,2,1,20,9144,11,741204,741217,72,76,16,133,0
509102,5100,d2,a7,H ME,0,0,4,3,1,20,9144,11,741204,741217,72,76,16,133,0
509103,5100,d3,a8,H MO,0,0,4,4,1,20,9144,11,741204,741217,72,76,16,133,0
509104,5100,d4,a9,H YA,0,0,4,5,1,20,9144,11,741204,741217,72,76,16,133,0
509105,5100,b2,82,H YI,0,0,4,6,1,20,9144,11,741204,741217,72,76,16,133,0
509106,5100,d5,aa,H YU,0,0,4,7,1,20,9144,11,741204,741217,72,76,16,133,0
509107,5100,b4,84,H YE,0,0,4,8,1,20,9144,11,741204,741217,72,76,16,133,0
509108,5100,d6,ac,H YO,0,0,4,9,1,20,9144,11,741204,741217,72,76,16,133,0
509109,5100,d7,ad,H RA,0,0,5,0,1,20,9144,11,741204,741217,72,76,16,133,0
509110,5100,d8,ae,H RI,0,0,5,1,1,20,9144,11,741204,741217,72,76,16,133,0
509111,5100,d9,af,H RU,0,0,5,2,1,20,9144,11,741204,741217,72,76,16,133,0
509112,5100,da,ba,H RE,0,0,5,3,1,20,9144,11,741204,741217,72,76,16,133,0
509113,5100,db,bb,H RO,0,0,5,4,1,20,9144,11,741204,741217,72,76,16,133,0
509114,5100,dc,bc,H WA,0,0,5,5,1,20,9144,11,741204,741217,72,76,16,133,0
509115,5100,a8,7b,H WI,0,0,5,6,1,20,9144,11,741204,741217,72,76,16,133,0
509116,5100,b3,83,H WU,0,0,5,7,1,20,9144,11,741204,741217,72,76,16,133,0
509117,5100,aa,7a,H WE,0,0,5,8,1,20,9144,11,741204,741217,72,76,16,133,0
509118,5100,a6,6f,H WO,0,0,5,9,1,20,9144,11,741204,741217,72,76,16,133,0
509119,5100,dd,bd,H  N,0,0,6,0,1,20,9144,11,741204,741217,72,76,16,133,0
509120,5101,b1,81,H  A,0,0,1,0,1,21,9144,11,741204,741217,72,76,16,133,0
509121,5101,b2,82,H  I,0,0,1,1,1,21,9144,11,741204,741217,72,76,16,133,0
509122,5101,b3,83,H  U,0,0,1,2,1,21,9144,11,741204,741217,72,76,16,133,0
509123,5101,b4,84,H  E,0,0,1,3,1,21,9144,11,741204,741217,72,76,16,133,0
509124,5101,b5,85,H  O,0,0,1,4,1,21,9144,11,741204,741217,72,76,16,133,0
509125,5101,b6,86,H KA,0,0,1,5,1,21,9144,11,741204,741217,72,76,16,133,0
509126,5101,b7,87,H KI,0,0,1,6,1,21,9144,11,741204,741217,72,76,16,133,0
509127,5101,b8,88,H KU,0,0,1,7,1,21,9144,11,741204,741217,72,76,16,133,0
509128,5101,b9,89,H KE,0,0,1,8,1,21,9144,11,741204,741217,72,76,16,133,0
509129,5101,ba,8a,H KO,0,0,1,9,1,21,9144,11,741204,741217,72,76,16,133,0
509130,5101,bb,8c,H SA,0,0,2,0,1,21,9144,11,741204,741217,72,76,16,133,0
509131,5101,bc,8d,H SI,0,0,2,1,1,21,9144,11,741204,741217,72,76,16,133,0
509132,5101,bd,8e,H SU,0,0,2,2,1,21,9144,11,741204,741217,72,76,16,133,0
509133,5101,be,ef,H SE,0,0,2,3,1,21,9144,11,741204,741217,72,76,16,133,0
509134,5101,bf,90,H SO,0,0,2,4,1,21,9144,11,741204,741217,72,76,16,133,0
509135,5101,c0,91,H TA,0,0,2,5,1,21,9144,11,741204,741217,72,76,16,133,0
509136,5101,c1,92,H TI,0,0,2,6,1,21,9144,11,741204,741217,72,76,16,133,0
509137,5101,c2,93,H TU,0,0,2,7,1,21,9144,11,741204,741217,72,76,16,133,0
509138,5101,c3,94,H TE,0,0,2,8,1,21,9144,11,741204,741217,72,76,16,133,0
509139,5101,c4,95,H TO,0,0,2,9,1,21,9144,11,741204,741217,72,76,16,133,0
509140,5101,c5,96,H NA,0,0,3,0,1,21,9144,11,741204,741217,72,76,16,133,0
509141,5101,c6,97,H NI,0,0,3,1,1,21,9144,11,741204,741217,72,76,16,133,0
509142,5101,c7,98,H NU,0,0,3,2,1,21,9144,11,741204,741217,72,76,16,133,0
509143,5101,c8,99,H NE,0,0,3,3,1,21,9144,11,741204,741217,72,76,16,133,0
509144,5101,c9,9a,H NO,0,0,3,4,1,21,9144,11,741204,741217,72,76,16,133,0
509145,5101,ca,9d,H HA,0,0,3,5,1,21,9144,11,741204,741217,72,76,16,133,0
509146,5101,cb,9e,H HI,0,0,3,6,1,21,9144,11,741204,741217,72,76,16,133,0
509147,5101,cc,9f,H HU,0,0,3,7,1,21,9144,11,741204,741217,72,76,16,133,0
509148,5101,cd,a2,H HE,0,0,3,8,1,21,9144,11,741204,741217,72,76,16,133,0
509149,5101,ce,a3,H HO,0,0,3,9,1,21,9144,11,741204,741217,72,76,16,133,0
509150,5101,cf,a4,H MA,0,0,4,0,1,21,9144,11,741204,741217,72,76,16,133,0
509151,5101,d0,a5,H MI,0,0,4,1,1,21,9144,11,741204,741217,72,76,16,133,0
509152,5101,d1,a6,H MU,0,0,4,2,1,21,9144,11,741204,741217,72,76,16,133,0
509153,5101,d2,a7,H ME,0,0,4,3,1,21,9144,11,741204,741217,72,76,16,133,0
509154,5101,d3,a8,H MO,0,0,4,4,1,21,9144,11,741204,741217,72,76,16,133,0
509155,5101,d4,a9,H YA,0,0,4,5,1,21,9144,11,741204,741217,72,76,16,133,0
509156,5101,b2,82,H YI,0,0,4,6,1,21,9144,11,741204,741217,72,76,16,133,0
509157,5101,d5,aa,H YU,0,0,4,7,1,21,9144,11,741204,741217,72,76,16,133,0
509158,5101,b4,84,H YE,0,0,4,8,1,21,9144,11,741204,741217,72,76,16,133,0
509159,5101,d6,ac,H YO,0,0,4,9,1,21,9144,11,741204,741217,72,76,16,133,0
509160,5101,d7,ad,H RA,0,0,5,0,1,21,9144,11,741204,741217,72,76,16,133,0
509161,5101,d8,ae,H RI,0,0,5,1,1,21,9144,11,741204,741217,72,76,16,133,0
509162,5101,d9,af,H RU,0,0,5,2,1,21,9144,11,741204,741217,72,76,16,133,0
509163,5101,da,ba,H RE,0,0,5,3,1,21,9144,11,741204,741217,72,76,16,133,0
509164,5101,db,bb,H RO,0,0,5,4,1,21,9144,11,741204,741217,72,76,16,133,0
509165,5101,dc,bc,H WA,0,0,5,5,1,21,9144,11,741204,741217,72,76,16,133,0
509166,5101,a8,7b,H WI,0,0,5,6,1,21,9144,11,741204,741217,72,76,16,133,0
509167,5101,b3,83,H WU,0,0,5,7,1,21,9144,11,741204,741217,72,76,16,133,0
509168,5101,aa,7a,H WE,0,0,5,8,1,21,9144,11,741204,741217,72,76,16,133,0
509169,5101,a6,6f,H WO,0,0,5,9,1,21,9144,11,741204,741217,72,76,16,133,0
509170,5101,dd,bd,H  N,0,0,6,0,1,21,9144,11,741204,741217,72,76,16,133,0
509171,5102,b1,81,H  A,0,0,1,0,1,21,9144,11,741204,741217,72,76,16,133,0
509172,5102,b2,82,H  I,0,0,1,1,1,21,9144,11,741204,741217,72,76,16,133,0
509173,5102,b3,83,H  U,0,0,1,2,1,21,9144,11,741204,741217,72,76,16,133,0
509174,5102,b4,84,H  E,0,0,1,3,1,21,9144,11,741204,741217,72,76,16,133,0
509175,5102,b5,85,H  O,0,0,1,4,1,21,9144,11,741204,741217,72,76,16,133,0
509176,5102,b6,86,H KA,0,0,1,5,1,21,9144,11,741204,741217,72,76,16,133,0
509177,5102,b7,87,H KI,0,0,1,6,1,21,9144,11,741204,741217,72,76,16,133,0
509178,5102,b8,88,H KU,0,0,1,7,1,21,9144,11,741204,741217,72,76,16,133,0
509179,5102,b9,89,H KE,0,0,1,8,1,21,9144,11,741204,741217,72,76,16,133,0
509180,5102,ba,8a,H KO,0,0,1,9,1,21,9144,11,741204,741217,72,76,16,133,0
509181,5102,bb,8c,H SA,0,0,2,0,1,21,9144,11,741204,741217,72,76,16,133,0
509182,5102,bc,8d,H SI,0,0,2,1,1,21,9144,11,741204,741217,72,76,16,133,0
509183,5102,bd,8e,H SU,0,0,2,2,1,21,9144,11,741204,741217,72,76,16,133,0
509184,5102,be,ef,H SE,0,0,2,3,1,21,9144,11,741204,741217,72,76,16,133,0
509185,5102,bf,90,H SO,0,0,2,4,1,21,9144,11,741204,741217,72,76,16,133,0
509186,5102,c0,91,H TA,0,0,2,5,1,21,9144,11,741204,741217,72,76,16,133,0
509187,5102,c1,92,H TI,0,0,2,6,1,21,9144,11,741204,741217,72,76,16,133,0
509188,5102,c2,93,H TU,0,0,2,7,1,21,9144,11,741204,741217,72,76,16,133,0
509189,5102,c3,94,H TE,0,0,2,8,1,21,9144,11,741204,741217,72,76,16,133,0
509190,5102,c4,95,H TO,0,0,2,9,1,21,9144,11,741204,741217,72,76,16,133,0
509191,5102,c5,96,H NA,0,0,3,0,1,21,9144,11,741204,741217,72,76,16,133,0
509192,5102,c6,97,H NI,0,0,3,1,1,21,9144,11,741204,741217,72,76,16,133,0
509193,5102,c7,98,H NU,0,0,3,2,1,21,9144,11,741204,741217,72,76,16,133,0
509194,5102,c8,99,H NE,0,0,3,3,1,21,9144,11,741204,741217,72,76,16,133,0
509195,5102,c9,9a,H NO,0,0,3,4,1,21,9144,11,741204,741217,72,76,16,133,0
509196,5102,ca,9d,H HA,0,0,3,5,1,21,9144,11,741204,741217,72,76,16,133,0
509197,5102,cb,9e,H HI,0,0,3,6,1,21,9144,11,741204,741217,72,76,16,133,0
509198,5102,cc,9f,H HU,0,0,3,7,1,21,9144,11,741204,741217,72,76,16,133,0
509199,5102,cd,a2,H HE,0,0,3,8,1,21,9144,11,741204,741217,72,76,16,133,0
509200,5102,ce,a3,H HO,0,0,3,9,1,21,9144,11,741204,741217,72,76,16,133,0
509201,5102,cf,a4,H MA,0,0,4,0,1,21,9144,11,741204,741217,72,76,16,133,0
509202,5102,d0,a5,H MI,0,0,4,1,1,21,9144,11,741204,741217,72,76,16,133,0
509203,5102,d1,a6,H MU,0,0,4,2,1,21,9144,11,741204,741217,72,76,16,133,0
509204,5102,d2,a7,H ME,0,0,4,3,1,21,9144,11,741204,741217,72,76,16,133,0
509205,5102,d3,a8,H MO,0,0,4,4,1,21,9144,11,741204,741217,72,76,16,133,0
509206,5102,d4,a9,H YA,0,0,4,5,1,21,9144,11,741204,741217,72,76,16,133,0
509207,5102,b2,82,H YI,0,0,4,6,1,21,9144,11,741204,741217,72,76,16,133,0
509208,5102,d5,aa,H YU,0,0,4,7,1,21,9144,11,741204,741217,72,76,16,133,0
509209,5102,b4,84,H YE,0,0,4,8,1,21,9144,11,741204,741217,72,76,16,133,0
509210,5102,d6,ac,H YO,0,0,4,9,1,21,9144,11,741204,741217,72,76,16,133,0
509211,5102,d7,ad,H RA,0,0,5,0,1,21,9144,11,741204,741217,72,76,16,133,0
509212,5102,d8,ae,H RI,0,0,5,1,1,21,9144,11,741204,741217,72,76,16,133,0
509213,5102,d9,af,H RU,0,0,5,2,1,21,9144,11,741204,741217,72,76,16,133,0
509214,5102,da,ba,H RE,0,0,5,3,1,21,9144,11,741204,741217,72,76,16,133,0
509215,5102,db,bb,H RO,0,0,5,4,1,21,9144,11,741204,741217,72,76,16,133,0
509216,5102,dc,bc,H WA,0,0,5,5,1,21,9144,11,741204,741217,72,76,16,133,0
509217,5102,a8,7b,H WI,0,0,5,6,1,21,9144,11,741204,741217,72,76,16,133,0
509218,5102,b3,83,H WU,0,0,5,7,1,21,9144,11,741204,741217,72,76,16,133,0
509219,5102,aa,7a,H WE,0,0,5,8,1,21,9144,11,741204,741217,72,76,16,133,0
509220,5102,a6,6f,H WO,0,0,5,9,1,21,9144,11,741204,741217,72,76,16,133,0
509221,5102,dd,bd,H  N,0,0,6,0,1,21,9144,11,741204,741217,72,76,16,133,0
509222,5103,b1,81,H  A,0,0,1,0,1,21,9144,11,741204,741217,72,76,16,133,0
509223,5103,b2,82,H  I,0,0,1,1,1,21,9144,11,741204,741217,72,76,16,133,0
509224,5103,b3,83,H  U,0,0,1,2,1,21,9144,11,741204,741217,72,76,16,133,0
509225,5103,b4,84,H  E,0,0,1,3,1,21,9144,11,741204,741217,72,76,16,133,0
509226,5103,b5,85,H  O,0,0,1,4,1,21,9144,11,741204,741217,72,76,16,133,0
509227,5103,b6,86,H KA,0,0,1,5,1,21,9144,11,741204,741217,72,76,16,133,0
509228,5103,b7,87,H KI,0,0,1,6,1,21,9144,11,741204,741217,72,76,16,133,0
509229,5103,b8,88,H KU,0,0,1,7,1,21,9144,11,741204,741217,72,76,16,133,0
509230,5103,b9,89,H KE,0,0,1,8,1,21,9144,11,741204,741217,72,76,16,133,0
509231,5103,ba,8a,H KO,0,0,1,9,1,21,9144,11,741204,741217,72,76,16,133,0
509232,5103,bb,8c,H SA,0,0,2,0,1,21,9144,11,741204,741217,72,76,16,133,0
509233,5103,bc,8d,H SI,0,0,2,1,1,21,9144,11,741204,741217,72,76,16,133,0
509234,5103,bd,8e,H SU,0,0,2,2,1,21,9144,11,741204,741217,72,76,16,133,0
509235,5103,be,ef,H SE,0,0,2,3,1,21,9144,11,741204,741217,72,76,16,133,0
509236,5103,bf,90,H SO,0,0,2,4,1,21,9144,11,741204,741217,72,76,16,133,0
509237,5103,c0,91,H TA,0,0,2,5,1,21,9144,11,741204,741217,72,76,16,133,0
509238,5103,c1,92,H TI,0,0,2,6,1,21,9144,11,741204,741217,72,76,16,133,0
509239,5103,c2,93,H TU,0,0,2,7,1,21,9144,11,741204,741217,72,76,16,133,0
509240,5103,c3,94,H TE,0,0,2,8,1,21,9144,11,741204,741217,72,76,16,133,0
509241,5103,c4,95,H TO,0,0,2,9,1,21,9144,11,741204,741217,72,76,16,133,0
509242,5103,c5,96,H NA,0,0,3,0,1,21,9144,11,741204,741217,72,76,16,133,0
509243,5103,c6,97,H NI,0,0,3,1,1,21,9144,11,741204,741217,72,76,16,133,0
509244,5103,c7,98,H NU,0,0,3,2,1,21,9144,11,741204,741217,72,76,16,133,0
509245,5103,c8,99,H NE,0,0,3,3,1,21,9144,11,741204,741217,72,76,16,133,0
509246,5103,c9,9a,H NO,0,0,3,4,1,21,9144,11,741204,741217,72,76,16,133,0
509247,5103,ca,9d,H HA,0,0,3,5,1,21,9144,11,741204,741217,72,76,16,133,0
509248,5103,cb,9e,H HI,0,0,3,6,1,21,9144,11,741204,741217,72,76,16,133,0
509249,5103,cc,9f,H HU,0,0,3,7,1,21,9144,11,741204,741217,72,76,16,133,0
509250,5103,cd,a2,H HE,0,0,3,8,1,21,9144,11,741204,741217,72,76,16,133,0
509251,5103,ce,a3,H HO,0,0,3,9,1,21,9144,11,741204,741217,72,76,16,133,0
509252,5103,cf,a4,H MA,0,0,4,0,1,21,9144,11,741204,741217,72,76,16,133,0
509253,5103,d0,a5,H MI,0,0,4,1,1,21,9144,11,741204,741217,72,76,16,133,0
509254,5103,d1,a6,H MU,0,0,4,2,1,21,9144,11,741204,741217,72,76,16,133,0
509255,5103,d2,a7,H ME,0,0,4,3,1,21,9144,11,741204,741217,72,76,16,133,0
509256,5103,d3,a8,H MO,0,0,4,4,1,21,9144,11,741204,741217,72,76,16,133,0
509257,5103,d4,a9,H YA,0,0,4,5,1,21,9144,11,741204,741217,72,76,16,133,0
509258,5103,b2,82,H YI,0,0,4,6,1,21,9144,11,741204,741217,72,76,16,133,0
509259,5103,d5,aa,H YU,0,0,4,7,1,21,9144,11,741204,741217,72,76,16,133,0
509260,5103,b4,84,H YE,0,0,4,8,1,21,9144,11,741204,741217,72,76,16,133,0
509261,5103,d6,ac,H YO,0,0,4,9,1,21,9144,11,741204,741217,72,76,16,133,0
509262,5103,d7,ad,H RA,0,0,5,0,1,21,9144,11,741204,741217,72,76,16,133,0
509263,5103,d8,ae,H RI,0,0,5,1,1,21,9144,11,741204,741217,72,76,16,133,0
509264,5103,d9,af,H RU,0,0,5,2,1,21,9144,11,741204,741217,72,76,16,133,0
509265,5103,da,ba,H RE,0,0,5,3,1,21,9144,11,741204,741217,72,76,16,133,0
509266,5103,db,bb,H RO,0,0,5,4,1,21,9144,11,741204,741217,72,76,16,133,0
509267,5103,dc,bc,H WA,0,0,5,5,1,21,9144,11,741204,741217,72,76,16,133,0
509268,5103,a8,7b,H WI,0,0,5,6,1,21,9144,11,741204,741217,72,76,16,133,0
509269,5103,b3,83,H WU,0,0,5,7,1,21,9144,11,741204,741217,72,76,16,133,0
509270,5103,aa,7a,H WE,0,0,5,8,1,21,9144,11,741204,741217,72,76,16,133,0
509271,5103,a6,6f,H WO,0,0,5,9,1,21,9144,11,741204,741217,72,76,16,133,0
509272,5103,dd,bd,H  N,0,0,6,0,1,21,9144,11,741204,741217,72,76,16,133,0
509273,5104,b1,81,H  A,0,0,1,0,1,21,9144,11,741204,741217,72,76,16,133,0
509274,5104,b2,82,H  I,0,0,1,1,1,21,9144,11,741204,741217,72,76,16,133,0
509275,5104,b3,83,H  U,0,0,1,2,1,21,9144,11,741204,741217,72,76,16,133,0
509276,5104,b4,84,H  E,0,0,1,3,1,21,9144,11,741204,741217,72,76,16,133,0
509277,5104,b5,85,H  O,0,0,1,4,1,21,9144,11,741204,741217,72,76,16,133,0
509278,5104,b6,86,H KA,0,0,1,5,1,21,9144,11,741204,741217,72,76,16,133,0
509279,5104,b7,87,H KI,0,0,1,6,1,21,9144,11,741204,741217,72,76,16,133,0
509280,5104,b8,88,H KU,0,0,1,7,1,21,9144,11,741204,741217,72,76,16,133,0
509281,5104,b9,89,H KE,0,0,1,8,1,21,9144,11,741204,741217,72,76,16,133,0
509282,5104,ba,8a,H KO,0,0,1,9,1,21,9144,11,741204,741217,72,76,16,133,0
509283,5104,bb,8c,H SA,0,0,2,0,1,21,9144,11,741204,741217,72,76,16,133,0
509284,5104,bc,8d,H SI,0,0,2,1,1,21,9144,11,741204,741217,72,76,16,133,0
509285,5104,bd,8e,H SU,0,0,2,2,1,21,9144,11,741204,741217,72,76,16,133,0
509286,5104,be,ef,H SE,0,0,2,3,1,21,9144,11,741204,741217,72,76,16,133,0
509287,5104,bf,90,H SO,0,0,2,4,1,21,9144,11,741204,741217,72,76,16,133,0
509288,5104,c0,91,H TA,0,0,2,5,1,21,9144,11,741204,741217,72,76,16,133,0
509289,5104,c1,92,H TI,0,0,2,6,1,21,9144,11,741204,741217,72,76,16,133,0
509290,5104,c2,93,H TU,0,0,2,7,1,21,9144,11,741204,741217,72,76,16,133,0
